month,surface_air mean_temp,mean_sunshine_hrs,mean_realtive humidity,total_rainfall,no_of_rainy_days,max_temperature,temp_category
1-May,28.5,0.27794327,0.741895911,-0.09815902,-0.400206691,0.151400328,1
1-Jun,28.2,-0.634435724,-0.011982168,-0.343121825,-0.602092694,0.273654068,1
1-Jul,28.4,2.019757713,-0.524619262,-0.570461406,-1.005864701,0.395907809,1
1-Aug,28,-0.634435724,0.34987931,-0.156315657,0.003565316,0.395907809,1
1-Sep,28,0.44383036,-0.072292414,-0.123712694,-0.198320688,-0.337614634,1
1-Oct,27.6,-1.049153449,0.34987931,0.67109468,1.214881336,0.76266903,1
1-Nov,27.2,-1.629758264,0.711740788,-0.006518258,0.205451319,-0.215360894,1
1-Dec,26.7,-0.966209904,1.284688128,3.81507773,1.214881336,-0.215360894,0
2-Jan,27,1.024435174,0.319724187,0.397934718,-0.602092694,0.151400328,0
2-Feb,27.3,1.439152899,-0.494464139,-1.103563913,-2.419066725,-1.071137078,1
2-Mar,28.2,1.605039989,-0.524619262,-1.061268177,-1.207750705,1.740698955,1
2-Apr,28.6,0.775604539,-0.072292414,-0.524641026,-0.198320688,1.129430252,1
2-May,28.9,0.44383036,-0.072292414,0.533633538,-0.198320688,0.884922771,1
2-Jun,28.7,0.526773905,-0.132602661,-0.818948856,-0.400206691,-0.093107153,1
2-Jul,28.4,0.941491629,0.048328078,0.508079864,-0.602092694,-0.459868375,1
2-Aug,28.5,0.858548084,-1.007101232,-1.073604434,0.003565316,0.273654068,1
2-Sep,28.1,-0.136774455,-0.253223153,-0.456791616,-1.005864701,-0.215360894,1
2-Oct,28.7,0.44383036,-0.826170493,-1.456028381,-1.409636708,1.496191474,1
2-Nov,27.4,-0.883266359,0.983136896,1.155733323,0.205451319,0.76266903,1
2-Dec,27.2,-0.717379269,1.857635467,0.695767193,2.02242535,-0.459868375,1
3-Jan,26.7,-0.800322814,1.314843251,2.362924124,1.214881336,-1.193390818,0
3-Feb,27.1,0.11205618,0.741895911,-0.027666126,-0.198320688,-0.948883337,1
3-Mar,28.1,1.024435174,0.380034433,-0.18891862,-0.602092694,0.151400328,1
3-Apr,27.9,-0.468548635,1.254533004,-0.142217078,1.214881336,0.395907809,1
3-May,29.2,0.11205618,-0.253223153,-0.830403951,-0.602092694,1.129430252,1
3-Jun,28.9,1.107378719,-1.218187094,-1.107969719,-0.400206691,1.129430252,1
3-Jul,28.1,-0.05383091,-0.253223153,-0.049695156,0.003565316,-0.704375856,1
3-Aug,28.2,0.360886815,0.168948571,0.154734235,-0.198320688,-0.337614634,1
3-Sep,27.6,-0.55149218,0.681585664,0.257830092,0.205451319,-0.582122116,1
3-Oct,27.6,-0.468548635,0.711740788,1.54520656,1.41676734,-0.459868375,1
3-Nov,27.1,-1.215040539,1.435463743,-0.372200143,1.012995333,-0.459868375,1
3-Dec,26.5,-1.463871174,1.40530862,0.854376203,0.609223326,-1.437898299,0
4-Jan,26.9,0.858548084,1.254533004,3.743703675,-0.198320688,-1.68240578,0
4-Feb,27.6,1.687983534,-0.615084631,-1.270103374,-2.015294718,0.76266903,1
4-Mar,27.7,-0.717379269,0.983136896,0.822654401,0.407337323,0.395907809,1
4-Apr,28.9,1.107378719,-0.072292414,-1.04805076,-1.005864701,2.107460176,1
4-May,28.9,0.27794327,-0.132602661,-0.338716019,-0.198320688,1.129430252,1
4-Jun,29,0.526773905,-0.826170493,-0.430356781,-1.207750705,0.395907809,1
4-Jul,27.3,-1.215040539,0.83236128,-0.08317928,1.214881336,-0.582122116,1
4-Aug,28.3,1.356209354,-0.675394878,0.080716697,-1.207750705,0.151400328,1
4-Sep,27.8,0.194999725,0.319724187,-0.415377041,0.003565316,-0.337614634,1
4-Oct,27.8,-0.55149218,0.410189556,-0.444455359,-0.198320688,1.007176511,1
4-Nov,27.3,0.11205618,1.073602265,-0.086703925,0.205451319,-1.071137078,1
4-Dec,26.8,-0.634435724,0.802206157,-0.319330473,0.003565316,-0.826629597,0
5-Jan,26.6,0.692660994,0.229258817,-0.11313876,-1.207750705,-1.193390818,0
5-Feb,28.5,2.849193163,-1.45942808,-1.477176249,-2.217180722,1.618445214,1
5-Mar,28.5,1.273265809,-0.675394878,-0.825116984,-0.400206691,1.985206436,1
5-Apr,28.7,1.107378719,-0.464309015,-0.831285112,-0.803978698,2.107460176,1
5-May,28.5,-0.136774455,0.621275418,1.366330842,1.214881336,2.474221398,1
